@relation layer_output

@attribute output1 REAL
@attribute output2 REAL
@attribute output3 REAL

@data
0.7270509610176086,-0.8839381332397461,-0.9999948740005493
0.9969811434745789,-0.9981317520141602,0.9999971389770508
0.9858189826011658,-0.9899812345504761,0.9999912385940552
0.9799318318367004,-0.9827848672866821,0.9999895691871643
0.9509496097564697,-0.9752016668319702,0.999986469745636
0.6988478899002075,-0.8515291213989258,0.9999642372131348
0.8782205586433411,-0.962151050567627,0.9999803304672241
0.4438693826198578,-0.7024824619293213,0.9999401564598083
